iter	Passed	Remaining
398	91731	138172
399	91984	137976
400	92264	137821
401	92630	137793
402	92808	137484
403	93031	137244
404	93220	136953
405	93425	136686
406	93681	136493
407	93862	136191
408	94220	136146
409	94395	135837
410	94594	135562
411	94732	135200
412	95069	135123
413	95306	134902
414	95550	134691
415	95749	134418
416	95976	134183
417	96280	134055
418	96461	133756
419	96625	133434
420	96811	133144
421	97087	132977
422	97238	132639
423	97529	132493
424	97849	132385
425	98040	132102
426	98251	131846
427	98449	131572
428	98865	131590
429	99050	131300
430	99304	131100
431	99543	130880
432	99758	130630
433	99934	130329
434	100118	130039
435	100499	130004
436	101052	130188
437	101207	129859
438	101337	129499
439	101568	129269
440	101738	128960
441	101981	128745
442	102151	128438
443	102337	128152
444	102547	127896
445	102770	127656
446	103115	127567
447	103270	127244
448	103446	126946
449	103685	126726
450	103953	126542
451	104314	126469
452	104477	126156
453	104696	125912
454	104919	125672
455	105151	125443
456	105399	125233
457	105615	124986
458	105849	124759
459	106062	124508
460	106278	124260
461	106574	124106
462	106798	123868
463	107021	123628
464	107222	123363
465	107370	123037
466	107634	122845
467	107853	122602
468	108145	122441
469	108468	122315
470	108722	122111
471	108895	121815
472	109193	121660
473	109351	121348
474	109531	121061
475	109781	120851
476	109939	120541
477	110234	120382
478	110468	120154
479	110707	119933
480	110906	119667
481	111115	119415
482	111326	119163
483	111487	118859
484	111733	118644
485	111988	118440
486	112314	118310
487	112557	118093
488	112799	117874
489	112945	117555
490	113150	117298
491	113398	117086
492	113697	116926
493	113866	116632
494	114040	116344
495	114282	116125
496	114509	115892
497	114695	115616
498	114924	115384
499	115066	115066
500	115245	114785
501	115519	114598
502	115699	114319
503	115896	114056
504	116236	113935
505	116469	113707
506	116638	113418
507	116786	113108
508	117104	112963
509	117331	112730
510	117540	112479
511	117929	112401
512	118157	112168
513	118376	111928
514	118622	111712
515	118872	111500
516	119155	111319
517	119394	111096
518	119599	110842
519	119821	110604
520	119997	110323
521	120197	110066
522	120447	109854
523	120652	109600
524	120870	109358
525	121148	109172
526	121356	108921
527	121565	108671
528	122043	108662
529	122205	108370
530	122445	108148
531	122677	107919
532	122902	107683
533	123303	107601
534	123513	107353
535	123964	107312
536	124221	107103
537	124405	106831
538	124626	106591
539	124821	106329
540	125033	106081
541	125232	105824
542	125494	105618
543	125791	105443
544	126203	105362
545	126388	105092
546	126653	104888
547	127014	104763
548	127249	104534
549	127522	104336
550	127705	104064
551	127982	103869
552	128262	103676
553	128470	103425
554	128728	103214
555	128927	102956
556	129213	102767
557	129421	102517
558	129742	102354
559	129993	102137
560	130170	101862
561	130675	101843
562	130901	101605
563	131087	101337
564	131260	101059
565	131500	100832
566	131670	100552
567	131924	100336
568	132084	100049
569	132241	99760
570	132447	99509
571	132673	99273
572	132897	99035
573	133151	98819
574	133390	98592
575	133607	98349
576	133810	98097
577	134269	98030
578	134446	97758
579	134718	97554
580	134967	97334
581	135312	97183
582	135872	97185
583	136157	96988
584	136341	96721
585	136616	96517
586	136854	96287
587	137081	96050
588	137302	95808
589	137479	95536
590	137851	95399
591	138022	95123
592	138275	94904
593	138499	94664
594	138965	94590
595	139163	94332
596	139410	94108
597	139771	93959
598	140001	93723
599	140272	93514
600	140485	93267
601	141113	93294
602	141414	93103
603	141687	92894
604	141977	92696
605	142314	92527
606	142499	92260
607	142681	91991
608	142905	91750
609	143110	91496
610	143305	91236
611	143547	91007
612	143761	90759
613	143997	90526
614	144250	90303
615	144436	90038
616	144748	89852
617	145051	89659
618	145238	89395
619	145438	89140
620	145641	88885
621	145830	88623
622	146232	88490
623	146404	88218
624	146676	88006
625	146980	87812
626	147309	87633
627	147568	87412
628	147753	87148
629	148046	86948
630	148227	86681
631	148451	86440
632	148644	86180
633	148910	85964
634	149148	85731
635	149355	85480
636	149543	85218
637	149744	84964
638	149972	84726
639	150259	84521
640	150460	84267
641	150643	84003
642	150861	83760
643	151109	83532
644	151439	83350
645	151874	83225
646	152242	83062
647	152420	82796
648	152579	82520
649	152794	82274
650	152981	82013
651	153187	81762
652	153368	81499
653	153613	81269
654	153917	81070
655	154123	80820
656	154414	80615
657	154671	80391
658	154988	80199
659	155276	79990
660	155507	79753
661	155703	79498
662	155954	79270
663	156121	79001
664	156316	78745
665	156648	78559
666	156832	78298
667	156999	78029
668	157202	77778
669	157445	77547
670	157672	77309
671	157919	77079
672	158144	76839
673	158317	76574
674	158498	76313
675	159087	76249
676	159250	75979
677	159562	75780
678	159744	75520
679	160005	75296
680	160200	75042
681	160411	74795
682	160709	74589
683	160933	74349
684	161341	74193
685	161533	73938
686	161732	73685
687	161889	73415
688	162375	73293
689	162546	73028
690	162810	72805
691	163053	72572
692	163362	72369
693	163546	72111
694	163722	71849
695	163949	71610
696	164406	71470
697	164632	71230
698	164859	70991
699	165382	70878
700	165642	70652
701	165905	70427
702	166073	70161
703	166291	69918
704	166545	69689
705	166722	69428
706	166955	69191
707	167428	69052
708	167623	68798
709	167875	68568
710	168056	68309
711	168251	68056
712	168506	67827
713	168783	67607
714	168989	67359
715	169171	67101
716	169478	66893
717	169694	66648
718	169896	66398
719	170080	66142
720	170403	65939
721	170857	65787
722	171075	65543
723	171510	65382
724	171733	65140
725	172064	64939
726	172384	64733
727	172548	64468
728	172775	64228
729	172983	63980
730	173240	63750
731	173401	63485
732	173662	63257
733	173908	63024
734	174151	62789
735	174442	62571
736	174779	62370
737	175218	62205
738	175460	61969
739	175644	61712
740	175990	61513
741	176182	61260
742	176365	61003
743	176563	60752
744	176808	60518
745	176986	60260
746	177345	60064
747	177697	59866
748	177908	59619
749	178141	59380
750	178675	59241
751	178880	58992
752	179066	58737
753	179351	58515
754	179504	58249
755	179728	58007
756	179958	57767
757	180208	57533
758	180481	57307
759	180745	57077
760	181092	56874
761	181260	56614
762	181584	56403
763	182067	56240
764	182482	56056
765	182843	55855
766	183132	55632
767	183320	55378
768	183592	55149
769	183788	54897
770	183955	54637
771	184174	54393
772	184439	54162
773	184653	53916
774	184938	53691
775	185135	53441
776	185351	53195
777	185553	52947
778	185831	52719
779	186054	52476
780	186230	52220
781	186516	51995
782	186686	51738
783	186864	51483
784	187102	51244
785	187290	50992
786	187473	50739
787	187711	50501
788	187935	50258
789	188186	50024
790	188550	49819
791	188748	49570
792	188992	49333
793	189420	49144
794	189635	48899
795	189838	48651
796	190087	48416
797	190268	48163
798	190516	47927
799	190747	47686
800	191079	47471
801	191279	47223
802	191513	46983
803	191703	46733
804	191960	46499
805	192220	46266
806	192576	46056
807	192886	45834
808	193123	45595
809	193443	45375
810	193794	45163
811	194015	44919
812	194282	44687
813	194512	44446
814	194728	44202
815	194996	43969
816	195444	43777
817	195670	43535
818	195919	43298
819	196116	43049
820	196307	42800
821	196546	42561
822	196751	42314
823	197058	42090
824	197277	41846
825	197558	41616
826	197750	41367
827	197968	41123
828	198296	40903
829	198629	40683
830	198805	40430
831	199033	40189
832	199386	39973
833	199639	39736
834	199901	39501
835	200151	39264
836	200338	39014
837	200524	38764
838	200703	38514
839	201060	38297
840	201309	38059
841	201492	37809
842	201724	37569
843	201889	37316
844	202206	37091
845	202406	36844
846	202757	36625
847	202984	36383
848	203377	36171
849	203642	35936
850	203891	35698
851	204126	35458
852	204364	35218
853	204679	34992
854	204987	34763
855	205207	34520
856	205403	34273
857	205591	34025
858	205803	33781
859	206277	33580
860	206607	33354
861	206812	33109
862	206970	32856
863	207101	32599
864	207292	32351
865	207477	32103
866	207917	31895
867	208122	31650
868	208370	31411
869	208601	31170
870	208949	30946
871	209433	30742
872	209753	30514
873	209934	30265
874	210216	30030
875	210512	29798
876	210757	29558
877	210991	29317
878	211263	29081
879	211523	28844
880	211865	28617
881	212135	28380
882	212456	28151
883	212666	27906
884	213093	27690
885	213310	27446
886	213489	27197
887	213724	26956
888	213948	26713
889	214097	26461
890	214267	26212
891	215086	26041
892	215276	25794
893	215572	25560
894	215798	25317
895	216037	25075
896	216377	24846
897	216635	24606
898	216892	24367
899	217111	24123
900	217412	23888
901	217725	23655
902	217959	23413
903	218236	23175
904	218375	22923
905	218548	22675
906	218750	22429
907	218942	22183
908	219281	21952
909	219479	21706
910	219665	21460
911	219851	21213
912	220114	20974
913	220357	20733
914	220569	20490
915	220790	20247
916	221037	20006
917	221489	19784
918	221666	19537
919	221868	19292
920	222170	19056
921	222419	18816
922	222597	18569
923	222832	18328
924	223035	18083
925	223359	17849
926	223603	17608
927	223775	17361
928	224141	17130
929	224360	16887
930	224753	16657
931	225129	16425
932	225359	16183
933	226034	15972
934	226452	15742
935	226656	15497
936	227092	15268
937	227353	15027
938	227606	14785
939	227794	14540
940	227981	14294
941	228152	14047
942	228528	13813
943	228767	13570
944	229208	13340
945	229511	13101
946	229856	12864
947	230031	12617
948	230363	12379
949	230598	12136
950	230754	11889
951	230953	11644
952	231194	11402
953	231455	11160
954	231834	10924
955	232127	10683
956	232457	10444
957	232706	10202
958	232934	9958
959	233291	9720
960	233469	9474
961	233687	9230
962	233963	8989
963	234194	8745
964	234458	8503
965	234726	8261
966	234928	8017
967	235273	7777
968	235563	7536
969	235743	7291
970	236098	7051
971	236476	6812
972	236670	6567
973	236916	6324
974	237222	6082
975	237582	5842
976	237930	5601
977	238359	5361
978	238582	5117
979	238807	4873
980	239035	4629
981	239236	4385
982	239411	4140
983	239857	3900
984	240155	3657
985	240604	3416
986	240772	3171
987	240959	2926
988	241097	2681
989	241364	2438
990	241630	2194
991	241855	1950
992	242100	1706
993	242335	1462
994	242697	1219
995	243022	975
996	243622	733
997	244032	489
998	244494	244
999	244847	0
