iter	Passed	Remaining
398	93130	140278
399	93389	140084
400	93557	139753
401	93811	139549
402	94033	139299
403	94263	139062
404	94594	138972
405	94935	138895
406	95202	138710
407	95434	138473
408	95648	138210
409	95835	137909
410	96028	137618
411	96257	137376
412	96480	137128
413	96723	136907
414	96997	136731
415	97267	136548
416	97899	136870
417	98173	136690
418	98385	136424
419	98660	136244
420	98884	135996
421	99066	135687
422	99299	135451
423	99567	135261
424	99732	134931
425	99959	134687
426	100143	134383
427	100329	134085
428	100511	133781
429	100728	133524
430	101147	133533
431	101475	133422
432	101707	133183
433	101916	132914
434	102158	132688
435	102317	132356
436	102579	132156
437	102915	132051
438	103150	131815
439	103373	131565
440	103580	131295
441	103797	131038
442	104061	130840
443	104318	130633
444	104627	130491
445	104893	130293
446	105092	130013
447	105259	129694
448	105467	129426
449	105673	129156
450	105945	128967
451	106197	128752
452	106418	128500
453	106809	128453
454	107256	128472
455	107417	128146
456	107548	127786
457	107690	127441
458	108003	127298
459	108286	127119
460	108677	127065
461	108930	126849
462	109088	126523
463	109388	126362
464	109560	126053
465	109919	125958
466	110109	125670
467	110358	125449
468	110568	125185
469	110786	124929
470	111051	124726
471	111475	124700
472	111638	124383
473	111837	124106
474	112060	123856
475	112359	123689
476	112561	123416
477	112811	123195
478	113088	123004
479	113255	122693
480	113514	122482
481	113711	122204
482	113891	121908
483	114130	121676
484	114388	121463
485	114642	121247
486	114961	121099
487	115224	120890
488	115430	120623
489	115726	120450
490	115995	120247
491	116238	120018
492	116551	119860
493	116708	119543
494	116949	119312
495	117212	119103
496	117437	118854
497	117651	118596
498	117856	118328
499	118153	118153
500	118448	117975
501	118769	117822
502	119037	117617
503	119359	117464
504	119518	117152
505	119818	116976
506	120062	116747
507	120264	116476
508	120447	116188
509	120658	115926
510	120924	115717
511	121203	115522
512	121634	115470
513	121918	115277
514	122133	115018
515	122362	114773
516	122583	114522
517	122760	114229
518	123004	113998
519	123220	113741
520	123601	113637
521	123794	113359
522	123972	113068
523	124369	112976
524	124621	112753
525	124915	112566
526	125113	112293
527	125403	112103
528	125566	111799
529	125775	111537
530	126053	111335
531	126259	111070
532	126471	110811
533	126635	110509
534	126965	110353
535	127230	110139
536	127750	110146
537	127968	109891
538	128172	109624
539	128436	109409
540	128707	109198
541	129003	109010
542	129289	108813
543	129483	108537
544	129796	108361
545	129980	108079
546	130318	107923
547	130666	107776
548	130905	107537
549	131142	107298
550	131404	107079
551	131670	106863
552	131875	106597
553	132064	106318
554	132285	106066
555	132502	105811
556	133072	105836
557	133264	105560
558	133546	105356
559	133933	105233
560	134353	105135
561	134870	105112
562	135049	104825
563	135242	104548
564	135429	104268
565	135591	103969
566	135831	103730
567	136077	103495
568	136383	103306
569	136605	103053
570	136897	102852
571	137234	102686
572	137399	102390
573	137718	102209
574	137996	101997
575	138172	101710
576	138373	101442
577	138553	101158
578	138762	100896
579	139062	100700
580	139312	100468
581	139576	100245
582	139819	100008
583	140020	99740
584	140246	99490
585	140463	99235
586	140669	98971
587	140909	98732
588	141082	98446
589	141251	98158
590	141504	97927
591	141769	97705
592	141983	97448
593	142215	97204
594	142396	96925
595	142629	96681
596	142935	96487
597	143182	96253
598	143399	95998
599	143770	95847
600	143982	95589
601	144233	95357
602	144436	95093
603	144746	94900
604	145033	94690
605	145218	94415
606	145414	94148
607	145631	93894
608	145875	93657
609	146039	93369
610	146259	93117
611	146472	92861
612	146755	92649
613	146950	92382
614	147173	92132
615	147443	91912
616	147629	91640
617	147984	91472
618	148264	91258
619	148591	91072
620	148917	90885
621	149291	90727
622	149563	90506
623	149797	90262
624	150178	90107
625	150510	89921
626	150776	89696
627	150951	89417
628	151242	89206
629	151456	88950
630	151804	88773
631	152235	88643
632	152533	88435
633	152719	88162
634	153104	88005
635	153336	87758
636	153501	87474
637	153771	87249
638	153999	87001
639	154288	86787
640	154537	86550
641	154716	86274
642	154954	86032
643	155203	85795
644	155581	85629
645	155824	85390
646	156042	85136
647	156251	84877
648	156392	84582
649	156560	84301
650	156765	84041
651	156942	83766
652	157123	83494
653	157340	83241
654	157596	83009
655	157742	82718
656	157983	82478
657	158235	82244
658	158514	82023
659	158669	81739
660	158954	81521
661	159199	81282
662	159420	81032
663	160103	81016
664	160415	80810
665	160712	80597
666	160939	80349
667	161133	80084
668	161345	79828
669	161540	79564
670	161787	79326
671	162039	79090
672	162517	78964
673	162766	78726
674	162948	78456
675	163225	78232
676	163436	77976
677	163698	77744
678	164085	77572
679	164386	77358
680	164823	77208
681	165159	77010
682	165421	76776
683	165610	76510
684	165815	76250
685	166042	76001
686	166308	75770
687	166599	75550
688	166755	75269
689	166943	75003
690	167252	74791
691	167528	74564
692	167737	74308
693	167909	74034
694	168183	73807
695	168513	73603
696	168878	73414
697	169034	73135
698	169273	72891
699	169432	72614
700	169642	72358
701	169837	72096
702	170038	71837
703	170196	71559
704	170399	71301
705	170634	71057
706	170872	70814
707	171121	70575
708	171523	70399
709	171795	70170
710	172084	69947
711	172350	69714
712	172630	69488
713	172852	69237
714	173014	68963
715	173197	68698
716	173417	68447
717	173675	68212
718	173972	67992
719	174289	67779
720	174569	67552
721	174854	67326
722	175040	67062
723	175403	66866
724	175639	66621
725	175871	66375
726	176075	66119
727	176275	65861
728	176659	65671
729	177073	65493
730	177230	65219
731	177499	64986
732	177849	64782
733	177993	64504
734	178387	64316
735	178717	64105
736	179324	63992
737	179678	63788
738	179862	63523
739	180067	63267
740	180245	63000
741	180615	62801
742	180970	62596
743	181193	62346
744	181436	62102
745	181775	61891
746	181959	61627
747	182249	61399
748	182573	61183
749	182803	60934
750	183118	60714
751	183359	60469
752	183982	60350
753	184199	60096
754	184463	59859
755	184614	59584
756	184855	59339
757	185019	59069
758	185278	58830
759	185586	58606
760	185704	58322
761	185909	58066
762	186204	57838
763	186415	57583
764	186621	57328
765	186845	57078
766	187054	56823
767	187287	56576
768	187496	56322
769	187769	56087
770	188233	55908
771	188453	55657
772	188823	55450
773	189256	55261
774	189496	55014
775	189787	54784
776	190111	54562
777	190397	54329
778	190583	54068
779	190851	53829
780	190928	53538
781	191239	53312
782	191479	53066
783	191656	52803
784	191850	52545
785	192274	52349
786	192596	52125
787	192898	51896
788	192997	51612
789	193093	51328
790	193277	51068
791	193989	50946
792	194337	50728
793	194771	50532
794	195005	50284
795	195150	50013
796	195414	49773
797	195959	49603
798	196144	49342
799	196354	49088
800	196788	48890
801	197048	48647
802	197246	48390
803	197654	48184
804	197930	47945
805	198236	47714
806	198556	47486
807	198801	47239
808	199028	46989
809	199300	46749
810	199552	46504
811	199961	46296
812	200214	46051
813	200494	45813
814	200772	45574
815	201021	45328
816	201249	45077
817	201452	44821
818	201635	44561
819	201819	44301
820	202066	44055
821	202298	43806
822	202690	43592
823	202938	43346
824	203123	43086
825	203620	42893
826	203905	42654
827	204076	42392
828	204297	42141
829	204462	41877
830	204892	41668
831	205088	41412
832	205468	41192
833	205734	40949
834	205891	40685
835	206170	40444
836	206437	40202
837	206742	39966
838	206914	39705
839	207297	39485
840	207627	39254
841	207818	38996
842	208093	38755
843	208367	38513
844	208574	38259
845	208805	38009
846	209009	37755
847	209308	37517
848	209777	37310
849	209960	37051
850	210259	36813
851	210487	36563
852	210694	36309
853	211014	36075
854	211231	35822
855	211399	35562
856	211677	35320
857	212094	35101
858	212263	34841
859	212480	34589
860	213146	34410
861	213570	34191
862	213788	33938
863	214008	33686
864	214330	33450
865	214739	33227
866	215023	32985
867	215191	32724
868	215524	32489
869	215796	32245
870	216087	32003
871	216283	31748
872	216574	31506
873	216760	31249
874	217150	31021
875	217449	30780
876	217763	30541
877	218065	30300
878	218427	30067
879	218660	29817
880	218841	29559
881	219114	29314
882	219353	29064
883	219690	28828
884	219954	28581
885	220143	28325
886	220305	28065
887	220743	27841
888	221116	27608
889	221390	27362
890	221736	27126
891	221985	26877
892	222467	26656
893	222657	26400
894	222922	26152
895	223084	25893
896	223511	25665
897	223751	25414
898	223966	25161
899	224204	24911
900	224383	24654
901	224610	24403
902	224930	24161
903	225230	23918
904	225506	23671
905	225797	23427
906	226065	23179
907	226315	22930
908	226493	22674
909	226704	22421
910	227010	22177
911	227194	21922
912	227515	21680
913	227711	21425
914	227874	21168
915	228461	20950
916	228664	20697
917	229010	20456
918	229248	20205
919	229533	19959
920	229717	19704
921	229919	19450
922	230266	19209
923	230457	18955
924	230775	18711
925	231095	18467
926	231604	18238
927	231848	17988
928	232241	17749
929	232465	17497
930	232624	17240
931	232871	16990
932	233106	16739
933	233420	16494
934	233860	16257
935	234035	16002
936	234502	15767
937	234752	15516
938	235099	15272
939	235391	15024
940	235677	14776
941	235930	14526
942	236120	14272
943	236348	14020
944	236589	13769
945	236940	13525
946	237174	13273
947	237521	13028
948	237927	12786
949	238127	12533
950	238340	12280
951	238574	12028
952	238776	11775
953	239024	11525
954	239451	11283
955	239606	11027
956	239827	10775
957	240083	10525
958	240310	10273
959	240578	10024
960	240867	9775
961	241138	9525
962	241449	9276
963	241732	9027
964	242047	8778
965	242316	8528
966	242713	8282
967	242873	8028
968	243171	7779
969	243416	7528
970	243689	7278
971	244130	7032
972	244352	6780
973	244501	6526
974	244877	6278
975	245227	6030
976	245522	5779
977	245737	5527
978	246006	5276
979	246230	5025
980	246381	4771
981	246593	4520
982	246868	4269
983	247124	4018
984	247285	3765
985	247812	3518
986	248207	3269
987	248467	3017
988	248792	2767
989	248997	2515
990	249230	2263
991	249513	2012
992	249760	1760
993	250010	1509
994	250217	1257
995	250623	1006
996	251071	755
997	251362	503
998	251608	251
999	251851	0
